1,お願い！シンデレラ,島村卯月,小日向美穂,三村かな子,渋谷凛,多田李衣菜,神崎蘭子,本田未央,城ヶ崎美嘉,城ヶ崎莉嘉
2,とどけ！アイドル,島村卯月,渋谷凛,本田未央,双葉杏,諸星きらり
3,輝く世界の魔法,神崎蘭子,アナスタシア,高垣楓,輿水幸子,渋谷凛
4,We're the friends!,渋谷凛,鷺沢文香,高垣楓,安部菜々,緒方智絵里,島村卯月,本田未央,姫川友紀,高森藍子
5,メッセージ,渋谷凛,安部菜々,緒方智絵里,島村卯月,本田未央
6,Absolute NIne,塩見周子,高垣楓,渋谷凛,前川みく,一ノ瀬志希,島村卯月,相葉夕美,城ヶ崎美嘉,向井拓海
7,つぼみ,塩見周子,前川みく,高垣楓,相葉夕美,一ノ瀬志希
8,EVERMORE,二宮飛鳥,神崎蘭子,城ヶ崎美嘉,前川みく,一ノ瀬志希
9,Snow Wings,大槻唯,渋谷凛,島村卯月,本田未央,上条春菜
10,Tulip,一ノ瀬志希,塩見周子,速水奏,宮本フレデリカ,城ヶ崎美嘉
11,ハイファイ☆デイズ,赤城みりあ,龍崎薫,佐々木千枝,櫻井桃華,市原仁奈
12,生存本能ヴァルキュリア,相葉夕美,高森藍子,新田美波,橘ありす,鷺沢文香
13,純情Midnight伝説,松永涼,藤本里奈,向井拓海,木村夏樹,大和亜季
14,Love∞Destiny,北条加蓮,小日向美穂,多田李衣菜,緒方智絵里,佐久間まゆ
15,サマカニ！！,上田鈴帆,日野茜,川島瑞樹,堀裕子,難波笑美
16,BEYOND THE STARLIGHT,川島瑞樹,緒方智絵里,城ヶ崎莉嘉,北条加蓮,大槻唯
17,命燃やして恋せよ乙女,佐藤心,安部菜々,高垣楓,片桐早苗,三船美優
18,Star!!,島村卯月,渋谷凛,本田未央,双葉杏,三村かな子,城ヶ崎莉嘉,神崎蘭子,前川みく,諸星きらり,多田李衣菜,赤城みりあ,新田美波,緒方智絵里,アナスタシア
19,夕映えプレゼント,島村卯月,渋谷凛,本田未央,双葉杏,三村かな子,城ヶ崎莉嘉,神崎蘭子,前川みく,諸星きらり,多田李衣菜,赤城みりあ,新田美波,緒方智絵里,アナスタシア
20,できたてEvo! Revo! Generation!,島村卯月,本田未央,渋谷凛,g
21,GOIN'!!!,島村卯月,渋谷凛,本田未央,双葉杏,三村かな子,城ヶ崎莉嘉,神崎蘭子,前川みく,諸星きらり,多田李衣菜,赤城みりあ,新田美波,緒方智絵里,アナスタシア
22,Shine!!,島村卯月,渋谷凛,本田未央,双葉杏,三村かな子,城ヶ崎莉嘉,神崎蘭子,前川みく,諸星きらり,多田李衣菜,赤城みりあ,新田美波,緒方智絵里,アナスタシア
23,夢色ハーモニー,島村卯月,渋谷凛,本田未央,双葉杏,三村かな子,城ヶ崎莉嘉,神崎蘭子,前川みく,諸星きらり,多田李衣菜,赤城みりあ,新田美波,緒方智絵里,アナスタシア
24,流れ星キセキ,島村卯月,本田未央,渋谷凛,g
25,M@GIC☆,島村卯月,渋谷凛,本田未央,赤城みりあ,アナスタシア,緒方智絵里,神崎蘭子,城ヶ崎莉嘉,多田李衣菜,新田美波,双葉杏,前川みく,三村かな子,諸星きらり
26,STORY,神谷奈緒,島村卯月,渋谷凛,本田未央,北条加蓮
27,あいくるしい,三村かな子,佐久間まゆ,水本ゆかり,小早川紗枝,速水奏
28,キミとボクのミライ,白坂小梅,前川みく,川島瑞樹,三村かな子g
29,Treasure☆,城ヶ崎美嘉,渋谷凛,島村卯月,本田未央,多田李衣菜
30,Sweet Witches’ Night ～6人目はだぁれ～,及川雫,十時愛梨,森久保乃々,三村かな子,椎名法子
31,ススメ☆オトメ ～jewel parade～,島村卯月,渋谷凛,本田未央,双葉杏,三村かな子,城ヶ崎莉嘉, 神崎蘭子,前川みく,諸星きらり,多田李衣菜,赤城みりあ,新田美波,緒方智絵里,アナスタシア
32,ゴキゲンParty Night,三村かな子,輿水幸子,佐久間まゆ,緒方智絵里,小早川紗枝,川島瑞樹,白坂小梅,アナスタシア,神谷奈緒,北条加蓮,十時愛梨,日野茜,高森藍子,星輝子
33,Near to You,中野有香,一ノ瀬志希,五十嵐響子,櫻井桃華,宮本フレデリカ,塩見周子,橘ありす,鷺沢文香,速水奏,二宮飛鳥,市原仁奈,大槻唯,片桐早苗,姫川友紀
34,ラブレター,小日向美穂,島村卯月,五十嵐響子,g
35,S(mile)ING!,島村卯月
36,おねだり Shall We ～？,前川みく
37,風色メロディ,緒方智絵里
38,あんずのうた,双葉杏
39,ショコラ・ティアラ,三村かな子
40,Naked Romance,小日向美穂
41,エヴリデイドリーム,佐久間まゆ
42,花簪 HANAKANZASHI,小早川紗枝
43,メルヘンデビュー！,安部菜々
44,き・ま・ぐ・れ☆Café au lait！,宮本フレデリカ
45,秘密のトワレ,一ノ瀬志希
46,恋色エナジー,中野有香
47,ラヴィアンローズ,櫻井桃華
48,Happy×2 Days,緒方智絵里,双葉杏,三村かな子,g
49,ØωØver!!,多田李衣菜,前川みく
50,ススメ☆オトメ ～jewel parade～(Cute),双葉杏,小日向美穂,島村卯月,前川みく,安部菜々
51,アタシポンコツアンドロイド,小日向美穂,安部菜々,島村卯月,双葉杏,前川みく
52,ゴキゲンParty Night(Cute),三村かな子,輿水幸子,緒方智絵里,佐久間まゆ,小早川紗枝
53,パステルピンクな恋,三村かな子,輿水幸子,緒方智絵里,佐久間まゆ,小早川紗枝
54,明日また会えるよね,櫻井桃華,一ノ瀬志希,中野有香,五十嵐響子,宮本フレデリカ
55,Near to You(Cute),櫻井桃華,中野有香,一ノ瀬志希,五十嵐響子,宮本フレデリカ
56,Jet to the Future,多田李衣菜,木村夏樹
57,Never say never,渋谷凛
58,Twilight Sky,多田李衣菜
59,華蕾夢ミル狂詩曲～魂ノ導～,神崎蘭子
60,ヴィーナスシンドローム,新田美波
61,You're stars shine on me,アナスタシア
62,Angel Breeze,川島瑞樹
63,Bright Blue,鷺沢文香
64,Hotel Moonside,速水奏
65,2nd SIDE,神谷奈緒
66,薄荷 -ハッカ-,北条加蓮 
67,小さな恋の密室事件,白坂小梅
68,青の一番星,塩見周子
69,in fact,橘ありす
70,Memories,新田美波,アナスタシア
71,-LEGNE- 仇なす剣 光の旋律,神崎蘭子
72,Trancing Pulse,神谷奈緒,渋谷凛,北条加蓮,g
73,Lunatic Show,小早川紗枝,星輝子,輿水幸子,白坂小梅,姫川友紀
74,ススメ☆オトメ ～jewel parade～(Cool),新田美波,渋谷凛,神崎蘭子,多田李衣菜,高垣楓
75,Nation Blue,渋谷凛,高垣楓,神崎蘭子,新田美波,多田李衣菜
